Ticker,Market Cap,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price,Change,Volume
HOLX,12040000000.0,,0.0645,0.1177,0.0785,3.24,2.52,0.54,0.55,0.5598,0.2372,0.1383,May 01/a,54.03,-0.0083,651752.0
HON,142870000000.0,0.0204,0.0808,0.3356,0.12890000000000001,1.25,0.95,1.53,1.95,0.3825,0.2032,0.1451,Apr 29/b,222.3,-0.0059,1184105.0
HOOD,56240000000.0,,0.0432,0.2143,0.1971,,,0.01,1.48,0.8745999999999999,0.3917,0.4851,Apr 30/a,63.72,-0.0161,19077480.0
HPE,22810000000.0,0.0308,0.0437,0.1209,0.0718,1.32,0.98,0.53,0.71,0.3019,0.07519999999999999,0.0888,Jun 03/a,17.37,-0.0103,4772379.0
HPQ,26310000000.0,0.0418,0.0727,,0.34049999999999997,0.72,0.42,,,0.2112,0.0737,0.0507,May 28/a,27.91,-0.0208,3917888.0
HRL,16149999999.999998,0.039599999999999996,0.0562,0.09539999999999998,0.0696,2.45,1.31,0.36,0.36,0.1681,0.08349999999999999,0.0635,May 29/b,29.37,-0.0027,1121351.0
HSBC,209090000000.0,0.056299999999999996,0.006500000000000001,0.10830000000000001,0.0519,2.0,,1.2,2.35,,0.1834,0.1383,Apr 29/b,59.35,-0.001,1044670.0
HST,10210000000.0,0.0581,0.0533,0.1012,0.055099999999999996,,,0.85,0.85,0.1562,0.1354,0.1166,Apr 30/a,14.72,-0.0074,3082336.0
HSY,31190000000.0,0.0359,0.125,0.37479999999999997,0.16190000000000002,1.59,1.11,1.17,1.34,0.4067,0.1974,0.1532,May 01/b,153.94,0.0005,908855.0
HTHT,11250000000.0,0.0392,0.0535,0.289,0.07980000000000001,0.88,0.88,2.94,3.35,0.3586,0.2089,0.1366,May 20/b,36.49,0.029300000000000003,1035790.0
HUM,27100000000.0,0.0169,0.0339,0.1009,0.056100000000000004,1.91,,0.72,0.75,,0.0278,0.014199999999999999,Apr 30/b,224.52,-0.0115,845433.0
HWM,66760000000.00001,0.0025,0.1186,0.2829,0.1524,2.3,1.07,0.72,0.73,0.2864,0.2368,0.1661,May 01/b,165.37,0.014499999999999999,698712.0
IBKR,87790000000.0,0.006,0.0055000000000000005,0.19260000000000002,0.1723,,,0.02,3.78,0.9411,0.8399,0.0832,Apr 15/a,207.74,0.005,323532.0
IBM,241050000000.0,0.026000000000000002,0.0388,0.2191,0.0636,0.98,0.94,2.2,2.49,0.5595,0.1772,0.08710000000000001,Apr 23/a,259.36,0.0038,1515456.0
IBN,122570000000.0,0.0084,0.0203,0.1789,0.0968,0.23,,0.7,0.7,,0.24739999999999998,0.17329999999999998,Apr 19/a,34.38,0.0179,3117443.0
ICE,101170000000.0,0.011000000000000001,0.0203,0.1027,0.061,,,0.63,0.74,0.6997,0.4039,0.24600000000000002,May 01/b,176.37,0.013600000000000001,1125106.0
ICLR,10320000000.0,,0.0449,0.0801,0.0582,1.27,1.27,0.37,0.37,0.2369,0.1454,0.0925,Apr 30/a,127.84,0.0067,541494.0
IFF,19170000000.0,0.0219,-0.028300000000000002,-0.0608,-0.0392,1.87,1.39,0.62,0.75,0.3104,0.10679999999999999,-0.0731,May 06/a,74.94,-0.0102,437040.0
ILMN,12640000000.0,,-0.11900000000000001,-0.2382,-0.2194,1.86,1.48,0.86,1.1,0.6638,0.327,-0.2225,May 08/a,79.84,-0.0087,746503.0
INCY,12450000000.0,,0.0033,0.004699999999999999,0.005699999999999999,2.04,2.0,0.01,0.01,0.9116,0.046799999999999994,0.0048,Apr 29/b,64.31,-0.0032,364007.0
INFY,75500000000.0,0.034300000000000004,0.1861,0.29,0.2657,2.25,2.25,0.06,0.09,0.3046,0.2148,0.1638,Apr 17/a,18.18,0.0075,5632871.0
ING,64470000000.0,0.054400000000000004,0.0059,0.1192,0.0259,0.26,,3.67,3.67,,0.4033,0.27699999999999997,May 02/b,21.14,-0.013300000000000001,1622422.0
INSM,12300000000.0,,-0.6842,-8.9075,-0.7245,5.86,5.44,13.1,13.21,0.7517,-2.2544,-2.6593,May 08/b,67.53,0.0206,700119.0
INTC,87850000000.0,0.0021,-0.09970000000000001,-0.1866,-0.13269999999999998,1.31,0.93,0.45,0.5,0.31670000000000004,-0.0779,-0.3619,Apr 24/a,20.14,-0.02,42423227.0
INTU,201310000000.0,0.0054,0.1018,0.1784,0.13019999999999998,1.45,1.45,0.32,0.35,0.7679,0.2568,0.1907,May 22/a,720.09,0.08109999999999999,3975806.0
INVH,20180000000.0,0.0353,0.0259,0.0492,0.0125,,,0.84,0.84,0.3439,0.2669,0.0821,Apr 30/a,32.93,-0.0052,813394.0
IONQ,11720000000.0,,-0.4653,-0.5211,-0.4164,13.17,12.67,0.02,0.02,0.0069,-5.8935,-7.532,May 07/a,47.3,0.033,41750306.0
IOT,26210000000.0,,-0.0824,-0.1561,-0.1366,1.35,1.3,0.06,0.08,0.7612000000000001,-0.1482,-0.124,Jun 05/a,46.04,-0.0022,650110.0
IP,25200000000.0,0.0379,0.0123,0.0301,0.013300000000000001,1.33,0.96,0.65,0.69,0.2173,0.0294,0.0199,Apr 30/b,47.74,-0.0184,999365.0
IQV,23590000000.0,,0.0495,0.2165,0.0693,0.82,0.82,2.22,2.43,0.2752,0.1466,0.0861,May 06/b,136.36,-0.012199999999999999,931146.0
IR,32560000000.000004,0.0006,0.048499999999999995,0.0809,0.053899999999999997,2.38,1.76,0.45,0.46,0.3868,0.19920000000000002,0.113,May 01/a,80.69,-0.0063,1928874.0
IRM,28380000000.0,0.031400000000000004,0.0066,59.951899999999995,0.0078000000000000005,,,,,0.4131,0.1954,0.0195,May 01/b,96.2,0.0042,361029.0
ISRG,193940000000.0,,0.1413,0.1594,0.1447,4.98,3.97,0.0,0.0,0.6708,0.282,0.2841,Apr 22/a,541.09,-0.0029,528629.0
ITUB,35410000000.0,0.0721,0.0147,0.2065,0.073,0.67,,1.91,4.53,,0.1472,0.1149,May 08/a,6.65,0.0053,28410289.0
ITW,70930000000.0,0.024900000000000002,0.2165,1.0762,0.32020000000000004,1.6,1.16,2.25,2.55,0.43090000000000006,0.2593,0.2137,Apr 30/b,242.08,-0.0108,333552.0
JBHT,13690000000.0,0.0129,0.0673,0.13970000000000002,0.1182,0.89,0.89,0.23,0.41,0.1023,0.0687,0.04650000000000001,Apr 15/a,138.02,-0.0073,324716.0
JBL,17790000000.0,0.0019,0.027999999999999997,0.24100000000000002,0.1059,1.02,0.66,2.36,2.47,0.0895,0.0483,0.0176,Mar 20/b,165.77,0.0040999999999999995,220992.0
JCI,64390000000.0,0.015,0.0547,0.1492,0.1005,0.94,0.79,0.58,0.71,0.35600000000000004,0.141,0.10189999999999999,May 07/b,97.85,-0.0008,1174162.0
JD,43320000000.0,0.027200000000000002,0.0707,0.1981,0.1463,1.26,0.9,0.32,0.37,0.1588,0.0353,0.037599999999999995,May 13/b,33.49,-0.0059,4048056.0
JEF,10050000000.0,0.0331,0.0097,0.0638,0.025099999999999997,,,1.51,3.43,0.9078,0.4572,0.0661,Mar 26/a,48.74,-0.0031,343684.0
JHX,10090000000.0,,0.0834,0.21050000000000002,0.1268,2.1,1.67,0.54,0.56,0.3881,0.1863,0.1092,May 19/a,23.47,-0.0124,1471862.0
JNJ,368140000000.0,0.0336,0.1193,0.2945,0.1873,1.26,1.03,0.49,0.67,0.6823999999999999,0.23829999999999998,0.2441,Apr 15/b,153.0,0.0026,3112832.0
JNPR,12000000000.0,0.0253,0.0361,0.0758,0.0557,1.49,1.16,0.31,0.39,0.5870000000000001,0.0875,0.0678,May 01/a,35.9,-0.0021,684879.0
JPM,726180000000.0,0.0218,0.0141,0.1725,0.0735,1.21,,1.25,2.96,,0.2848,0.20440000000000003,Apr 11/b,261.3,0.0024,3531676.0
K,28540000000.0,0.027999999999999997,0.08960000000000001,0.39049999999999996,0.1467,0.8,0.52,1.4,1.59,0.36090000000000005,0.1503,0.1092,May 01/b,82.27,0.0023,1047619.0
KDP,44730000000.0,0.028300000000000002,0.028399999999999998,0.0613,0.0398,0.47,0.29,0.55,0.72,0.522,0.2302,0.0969,Apr 24/b,32.94,-0.0023,3735225.0
KEY,17190000000.0,0.0527,0.0001,0.0014000000000000002,-0.0038,0.62,,0.65,0.78,,-0.006999999999999999,-0.0128,Apr 17/b,15.69,-0.0003,5765612.0
KEYS,27640000000.0,,0.076,0.14300000000000002,0.09050000000000001,3.37,2.74,0.5,0.5,0.6631,0.12710000000000002,0.14529999999999998,May 20/a,159.94,-0.0111,289011.0
KGC,18100000000.0,0.008100000000000001,0.1125,0.1812,0.1434,2.7,1.1,0.17,0.17,0.35960000000000003,0.3368,0.21739999999999998,May 06/a,14.76,0.019,10502023.0
KHC,31090000000.0,0.061,0.0294,0.0536,0.0377,1.31,0.81,0.42,0.44,0.3464,0.2086,0.10439999999999999,Apr 29/b,26.27,-0.0087,5726893.0
KIM,13890000000.0,0.0493,0.0281,0.0519,0.0278,,,0.75,0.77,0.3997,0.3261,0.2465,May 01/b,20.53,-0.0038,1214416.0
KKR,104870000000.0,0.0064,0.0062,0.09029999999999999,0.0282,,,1.84,1.86,0.4404,0.24050000000000002,0.1332,May 01/b,117.75,-0.0038,1575346.0
KLAC,100190000000.0,0.0089,0.2452,1.041,0.3677,2.49,1.68,1.51,1.52,0.6112,0.4201,0.32020000000000004,Apr 30/a,757.64,-0.0129,472805.0
KMB,46830000000.0,0.0355,0.1476,2.2984,0.3251,0.76,0.49,5.89,6.58,0.358,0.1457,0.12480000000000001,Apr 22/b,141.12,0.0098,1398574.0
KMI,61900000000.0,0.042,0.0359,0.0843,0.0424,0.45,0.35,0.98,1.08,0.3608,0.28600000000000003,0.16579999999999998,Apr 16/a,27.85,0.018799999999999997,4223907.0
KO,309240000000.0,0.028300000000000002,0.1072,0.40979999999999994,0.15460000000000002,1.1,0.89,1.66,1.87,0.6117,0.24710000000000001,0.2311,Apr 29/b,71.85,0.009899999999999999,5372695.0
KR,45830000000.0,0.0195,0.0499,0.2659,0.0814,0.96,0.52,2.92,3.03,0.205,0.0315,0.018000000000000002,Mar 06/b,68.83,0.013000000000000001,2593100.0
KVUE,45570000000.0,0.0345,0.0394,0.10220000000000001,0.0642,0.86,0.6,0.64,0.88,0.5818,0.171,0.069,May 08/b,23.74,0.01,3754665.0
LDOS,19550000000.0,0.010700000000000001,0.1025,0.3131,0.135,1.54,1.42,1.32,1.35,0.1723,0.114,0.0787,May 06/b,151.85,-0.0408,836125.0
LEN,27530000000.0,0.0191,0.1,0.1497,0.1421,3.32,0.74,0.14,0.17,0.2195,0.1288,0.1032,Mar 20/a,104.9,-0.0037,632574.0
LHX,44450000000.0,0.0206,0.038599999999999995,0.0849,0.0533,1.02,0.85,0.57,0.64,0.22440000000000002,0.1035,0.0755,Apr 24/b,237.76,-0.006,1017064.0
LI,24050000000.0,,0.0526,0.1229,0.0955,1.82,1.71,0.21,0.42,0.2053,0.0441,0.0556,May 29/b,28.8,0.0044,1149661.0
LIN,216060000000.0,0.0131,0.08109999999999999,0.172,0.1188,0.94,0.8,0.46,0.63,0.3693,0.2659,0.2002,May 01/b,458.99,-0.0,547853.0
LINE,10370000000.0,0.0466,-0.0351,-0.09720000000000001,-0.0424,0.99,0.86,0.81,0.84,0.17059999999999997,0.0613,-0.1242,Apr 30/b,45.36,-0.0060999999999999995,224028.0
LKQ,10390000000.0,0.0298,0.045599999999999995,0.1137,0.0625,1.52,0.56,0.82,0.95,0.3671,0.0935,0.049699999999999994,Apr 24/b,40.26,-0.0063,782077.0
LLY,676450000000.0,0.0092,0.1449,0.7773,0.221,1.37,1.06,2.19,2.44,0.8170000000000001,0.4025,0.2266,May 01/b,713.75,-0.002,1575846.0
LMT,109660000000.0,0.0285,0.0986,0.8255,0.21710000000000002,1.08,0.91,2.79,3.04,0.1023,0.1023,0.0766,Apr 22/b,468.02,-0.0052,361193.0
LNG,50690000000.0,0.0091,0.0718,0.6313,0.09949999999999999,1.19,1.06,4.59,4.71,0.3196,0.2926,0.1838,May 08/b,228.53,0.0001,673369.0
LNT,15780000000.0,0.0331,0.0338,0.10710000000000001,0.0475,0.34,0.24,1.21,1.5,0.27649999999999997,0.24739999999999998,0.1826,May 08/a,61.43,0.0034999999999999996,371326.0
LOW,123780000000.0,0.0213,0.1505,,0.3257,1.01,0.19,,,0.3127,0.1217,0.08199999999999999,May 21/b,221.14,-0.0116,1370050.0
LRCX,103710000000.0,0.011200000000000002,0.24359999999999998,0.5314,0.3518,2.45,1.64,0.39,0.47,0.4805,0.30879999999999996,0.27190000000000003,Apr 23/a,81.08,-0.0179,3901165.0
LULU,39130000000.0,,0.247,0.4242,0.3226,2.16,1.38,0.3,0.36,0.5920000000000001,0.2419,0.1714,Jun 05/a,312.38,-0.0252,948698.0
LUV,17640000000.0,0.023799999999999998,0.0159,0.056299999999999996,0.0382,0.77,0.72,0.54,0.85,0.1809,0.0286,0.02,Apr 24/b,30.95,-0.0083,4376473.0
LVS,28290000000.0,0.0245,0.061399999999999996,0.3921,0.0962,0.59,0.59,4.02,5.13,0.3599,0.21,0.1164,Apr 23/a,40.04,-0.0012,1788025.0
LYB,17940000000.0,0.0975,0.0252,0.0719,0.0436,1.83,1.04,0.99,1.04,0.1011,0.054400000000000004,0.0278,Apr 25/b,55.81,-0.009300000000000001,1517277.0
LYG,63990000000.0,0.0434,0.0043,0.0873,0.0292,1.63,,1.75,2.56,,0.2377,0.1566,May 01/b,4.26,0.0034999999999999996,20145392.0
LYV,33500000000.0,,0.0331,8.2753,0.0892,0.96,0.96,72.29,78.25,0.2304,0.0572,0.0305,May 01/a,144.56,0.0009,833671.0
MA,513909999999.99994,0.0053,0.28859999999999997,1.8891999999999998,0.516,1.11,1.11,2.82,2.82,0.9671,0.5769,0.4524,May 01/b,565.96,-0.0073,899310.0
MAR,70800000000.0,0.0101,0.09449999999999999,,0.2112,,,,,0.1957,0.154,0.0975,May 06/b,258.49,-0.0084,669715.0
MAS,13040000000.0,0.0196,0.1519,,0.2717,1.75,1.09,,,0.36229999999999996,0.1729,0.10289999999999999,Apr 23/b,61.8,-0.013999999999999999,627045.0
MBLY,12710000000.0,,-0.21359999999999998,-0.2218,-0.2468,7.64,6.38,0.0,0.0,0.4549,-0.2207,-1.605,Apr 24/b,15.65,-0.0213,1456316.0
MCD,225000000000.0,0.0227,0.14859999999999998,,0.1681,1.18,1.17,,,0.5627,0.45899999999999996,0.3175,May 01/b,314.67,0.0011,1438508.0
MCHP,30170000000.0,0.0329,-0.0,-0.0001,-0.0002,2.59,1.47,0.8,0.8,0.6049,0.08529999999999999,-0.0006,May 08/a,56.09,-0.0338,5667696.0
MCK,89770000000.0,0.0034999999999999996,0.0462,,0.8521,0.9,0.53,,,0.0341,0.0115,0.0092,May 08/a,717.54,0.0097,349079.0
MDB,15060000000.0,,-0.040999999999999995,-0.067,-0.0454,5.0,5.0,0.02,0.03,0.7315999999999999,-0.10769999999999999,-0.0643,Jun 04/a,184.33,-0.0225,625104.0
MDLZ,85670000000.0,0.028900000000000002,0.049100000000000005,0.13269999999999998,0.08529999999999999,0.61,0.4,0.64,0.78,0.32,0.129,0.09880000000000001,Apr 29/a,66.17,0.0103,3108127.0
MDT,103120000000.0,0.0347,0.0513,0.0949,0.0633,1.85,1.42,0.53,0.59,0.6755,0.19440000000000002,0.139,May 21/b,80.4,-0.0062,4725820.0
MET,51940000000.0,0.0292,0.0066,0.16079999999999997,0.092,4.13,,0.7,0.72,,0.0947,0.058600000000000006,Apr 30/a,77.37,-0.0037,1422539.0
META,1588980000000.0,0.0027,0.26489999999999997,0.3983,0.2865,2.66,2.66,0.26,0.27,0.8175,0.43,0.3911,Apr 30/a,632.02,-0.0072,5250012.0
MFC,53760000000.0,0.0404,0.0054,0.1017,0.0748,196.35,,0.28,0.28,,0.1625,0.0892,May 07/a,31.2,0.0084,550634.0
MFG,68129999999.99999,0.0381,0.0031,0.08449999999999999,0.030699999999999998,2.01,,1.71,6.08,,0.12539999999999998,0.1027,May 15/a,5.43,0.009300000000000001,1557812.0
MGA,10010000000.0,0.0483,0.0354,0.09849999999999999,0.066,1.06,0.74,0.48,0.64,0.0978,0.0481,0.0273,May 02/b,35.52,-0.0042,425413.0
MKC,19020000000.0,0.0254,0.060899999999999996,0.14730000000000001,0.09210000000000002,0.65,0.25,0.57,0.79,0.3859,0.1572,0.1167,Mar 25/b,70.94,-0.0052,1886659.0
MMC,113210000000.0,0.015,0.07730000000000001,0.30510000000000004,0.11720000000000001,,,1.45,1.59,,0.25329999999999997,0.16149999999999998,Apr 17/b,229.75,0.005600000000000001,787196.0
MMM,79900000000.0,0.020499999999999997,0.0929,0.9475,0.25379999999999997,1.66,1.25,2.85,3.15,0.4082,0.20079999999999998,0.1779,Apr 22/b,148.46,-0.0088,984580.0
MNST,61710000000.0,,0.1648,0.2,0.2234,3.37,2.78,0.04,0.04,0.5464,0.26289999999999997,0.2027,May 08/a,63.28,0.006500000000000001,1410055.0
MO,100420000000.0,0.0699,0.282,,0.5113,0.57,0.47,,,0.7081000000000001,0.5796,0.503,Apr 29/b,59.61,0.0053,2116382.0
MOS,11090000000.0,0.023700000000000002,0.016,0.030899999999999997,0.024,1.12,0.44,0.3,0.41,0.1519,0.1056,0.0332,May 06/a,34.96,-0.0013,934194.0
MPC,49020000000.0,0.023,0.0291,0.12369999999999999,0.0552,1.19,0.73,1.69,1.96,0.057800000000000004,0.034300000000000004,0.0177,May 06/b,159.57,0.0043,654349.0
MPLX,51630000000.0,0.0801,0.1176,0.32539999999999997,0.12990000000000002,1.08,1.04,1.46,1.66,0.45189999999999997,0.40270000000000006,0.3881,May 06/b,50.58,0.0052,515086.0
MRK,195050000000.0,0.0404,0.1578,0.3931,0.21309999999999998,1.41,1.16,0.69,0.72,0.7468,0.3471,0.2733,Apr 24/b,77.68,-0.0021,4985966.0
MRNA,10040000000.0,,-0.2281,-0.2934,-0.3118,4.22,4.14,0.07,0.07,0.4806,-1.1737,-1.0567,May 01/b,25.97,-0.0281,5070071.0
MRVL,52510000000.0,0.004,-0.042699999999999995,-0.0626,-0.0496,1.54,1.03,0.33,0.35,0.4131,-0.0635,-0.1535,May 29/a,60.79,-0.0171,9307578.0
MS,202530000000.0,0.0305,0.0113,0.1388,0.0333,1.48,,2.85,3.87,,0.1391,0.12869999999999998,Apr 11/b,126.24,-0.0002,1592186.0
MSFT,3363820000000.0,0.0073,0.18460000000000001,0.3361,0.2324,1.37,1.36,0.29,0.33,0.6907,0.4523,0.3579,Apr 30/a,452.58,-0.005,8821164.0
MSTR,103340000000.0,,-0.2121,-0.2968,-0.128,0.66,0.66,0.24,0.24,0.7095,-0.1447,-11.6304,May 01/a,377.96,-0.0538,13623111.0
MT,23140000000.0,0.0184,0.0146,0.026000000000000002,0.0231,1.35,0.59,0.18,0.23,0.09269999999999999,0.053,0.0215,May 02/b,30.11,0.0052,1051805.0
MTB,28890000000.0,0.030600000000000002,0.0124,0.09390000000000001,0.06309999999999999,0.45,,0.36,0.42,,0.2516,0.1885,Apr 14/b,179.96,-0.0036,589270.0
MTZ,12060000000.0,,0.024300000000000002,0.077,0.041299999999999996,1.22,1.18,0.79,0.91,0.0928,0.0379,0.0172,May 01/a,152.8,0.013500000000000002,309901.0
MU,104730000000.0,0.0052,0.0673,0.10099999999999999,0.0741,3.13,1.99,0.3,0.31,0.34840000000000004,0.1984,0.1492,Mar 20/a,93.71,-0.0118,10461793.0
MUFG,156090000000.0,0.0354,0.0045000000000000005,0.09179999999999999,0.0297,2.11,,2.0,4.63,,0.14730000000000001,0.15130000000000002,May 15/a,13.56,-0.006999999999999999,5746998.0
NBIX,11830000000.0,,0.08539999999999999,0.1243,0.1025,3.13,3.02,0.18,0.19,0.9777,0.2078,0.1268,May 05/a,119.55,0.0036,373271.0
NDAQ,47050000000.0,0.0128,0.042,0.1143,0.0613,,,0.81,0.85,0.5318,0.2664,0.1636,Apr 24/b,81.96,0.0092,1986660.0
NEE,138950000000.0,0.0335,0.0294,0.1119,0.0425,0.55,0.45,1.6,1.8,0.37070000000000003,0.2768,0.2229,Apr 23/b,67.5,0.0083,8486106.0
NEM,59630000000.0,0.0187,0.09029999999999999,0.16649999999999998,0.12960000000000002,1.98,1.56,0.25,0.26,0.38159999999999994,0.3446,0.25989999999999996,Apr 23/a,53.58,0.0176,5529692.0
NET,55010000000.0,,-0.025099999999999997,-0.0735,-0.0287,3.2,3.2,1.0,1.04,0.7686,-0.0862,-0.0462,May 08/a,158.7,0.0031,772925.0
NFLX,505960000000.0,,0.1837,0.40840000000000004,0.23170000000000002,1.2,1.2,0.67,0.73,0.46520000000000006,0.2717,0.2325,Apr 17/a,1188.89,0.0008,1285964.0
NI,18310000000.0,0.0292,0.0278,0.10339999999999999,0.039900000000000005,0.52,0.45,1.44,1.67,0.593,0.2766,0.1463,May 07/b,38.89,0.0102,679993.0
NKE,88660000000.0,0.0252,0.12,0.3193,0.1845,2.19,1.52,0.74,0.85,0.4338,0.0993,0.0941,Mar 20/a,60.07,-0.0204,7961436.0
NLY,11380000000.0,0.14880000000000002,0.0067,0.054400000000000004,0.013600000000000001,,,1.88,6.82,0.9959,0.8353,0.0803,Apr 30/a,18.82,0.0045000000000000005,3202832.0
NOC,67790000000.00001,0.0163,0.0771,0.2541,0.1197,0.94,0.82,1.07,1.11,0.1934,0.0959,0.0919,Apr 22/b,471.0,-0.004,301379.0
NOK,28010000000.0,0.0301,0.0302,0.057,0.0316,1.36,1.15,0.14,0.24,0.4337,0.0907,0.0394,Apr 24/b,5.36,-0.0009,8108905.0
NOW,209290000000.0,,0.0799,0.1686,0.12369999999999999,1.06,1.06,0.23,0.24,0.7892,0.1293,0.1341,Apr 23/a,1011.17,-0.0045000000000000005,519182.0
NRG,30890000000.0,0.011200000000000002,0.0541,0.44909999999999994,0.102,1.06,1.02,3.58,3.96,0.16570000000000001,0.08380000000000001,0.0444,May 12/b,157.99,0.0174,1100284.0
NSC,54100000000.0,0.0227,0.07719999999999999,0.2452,0.10640000000000001,0.78,0.7,1.15,1.19,0.3625,0.3625,0.2738,Apr 23/b,239.95,0.0013,350843.0
NTAP,20260000000.0,0.021099999999999997,0.12390000000000001,1.1433,0.4633,0.92,0.85,1.47,2.26,0.7029000000000001,0.21489999999999998,0.1747,May 29/a,98.18,-0.0161,1479969.0
NTES,75910000000.0,0.0217,0.16390000000000002,0.23929999999999998,0.2259,3.21,3.2,0.0,0.07,0.6271,0.3019,0.3016,May 15/b,119.39,0.0031,619186.0
NTNX,21350000000.0,,-0.0194,,-0.0876,1.66,1.66,,,0.8581,0.0297,-0.0239,May 28/a,80.05,0.0023,731100.0
NTR,29030000000.0,0.0365,0.009899999999999999,0.0215,0.0151,1.22,0.59,0.45,0.61,0.2847,0.1042,0.020499999999999997,May 07/a,59.41,0.0088,935035.0
NTRA,20970000000.0,,-0.1186,-0.1866,-0.1413,3.87,3.74,0.08,0.16,0.6179,-0.1241,-0.1036,May 08/a,153.55,0.006999999999999999,545643.0
NTRS,20590000000.0,0.028900000000000002,0.013600000000000001,0.1754,0.10869999999999999,1.94,,0.54,1.25,,0.1833,0.1388,Apr 22/b,105.86,-0.0051,401280.0
NU,57680000000.0,,0.043899999999999995,0.2791,0.2248,2.1,,0.11,0.26,,0.2782,0.1985,May 13/a,11.97,-0.0229,53362824.0
NUE,25390000000.0,0.02,0.0388,0.0654,0.049800000000000004,2.52,1.48,0.33,0.39,0.1065,0.0712,0.0438,Apr 28/a,110.05,-0.0058,763743.0
NVDA,3216480000000.0,0.0003,0.8220000000000001,1.1918,0.816,4.44,3.88,0.13,0.13,0.7498999999999999,0.6242,0.5585,May 28/a,131.89,-0.0070999999999999995,127036720.0
NVO,225360000000.0,0.0292,0.2637,0.8753,0.4425,0.74,0.56,0.7,0.86,0.8432999999999999,0.4511,0.3452,May 07/b,66.95,-0.0179,3746519.0
NVS,214070000000.0,0.0353,0.1324,0.3295,0.20879999999999999,0.79,0.61,0.61,0.81,0.7445999999999999,0.31629999999999997,0.2486,Apr 29/b,112.81,0.0028000000000000004,483651.0
NVT,10750000000.0,0.0121,0.0404,0.07629999999999999,0.10769999999999999,2.87,2.42,0.51,0.52,0.401,0.1783,0.1822,May 02/b,65.31,0.0075,492295.0
NWG,57820000000.0,0.0536,0.0068000000000000005,0.13699999999999998,0.057999999999999996,2.28,,1.33,1.45,,0.2242,0.163,May 02/b,14.34,0.0138,3176089.0
NWSA,16620000000.000002,0.0075,0.028900000000000002,0.0588,0.044199999999999996,1.68,1.6,0.34,0.36,0.46590000000000004,0.10039999999999999,0.0518,May 08/a,27.9,0.0089,1352365.0
NXPI,48880000000.0,0.022400000000000003,0.0974,0.2602,0.1208,2.08,1.47,1.1,1.26,0.5516,0.27649999999999997,0.1916,Apr 28/a,193.5,-0.015300000000000001,1610850.0
O,50000000000.0,0.0581,0.014199999999999999,0.025,0.0147,,,0.69,0.75,0.4797,0.4483,0.1787,May 05/a,55.37,0.0034000000000000002,1857256.0
OC,11410000000.0,0.0169,0.0472,0.1193,0.0248,1.44,0.93,1.1,1.23,0.2962,0.1856,0.022799999999999997,May 07/b,134.12,-0.0075,292058.0
ODFL,34250000000.0,0.0070999999999999995,0.2061,0.2659,0.2686,1.32,1.32,0.01,0.01,0.3276,0.2655,0.2004,Apr 23/b,162.07,-0.009300000000000001,379316.0
OHI,10420000000.0,0.0746,0.04650000000000001,0.10529999999999999,0.0473,,,0.94,0.94,0.7034,0.6292,0.39799999999999996,May 01/a,36.01,0.0003,552641.0
OKE,50740000000.0,0.051100000000000007,0.0558,0.1604,0.0593,0.67,0.52,1.39,1.5,0.2121,0.21050000000000002,0.12140000000000001,Apr 29/a,81.23,-0.0017000000000000001,868960.0
OKTA,21760000000.0,,0.003,0.0046,0.0040999999999999995,1.3,1.3,0.07,0.15,0.7631999999999999,-0.0241,0.010700000000000001,May 27/a,124.39,0.0038,910507.0
OMC,14240000000.0,0.0404,0.052300000000000006,0.365,0.1285,1.01,1.01,1.58,1.58,0.1744,0.1474,0.09210000000000002,Apr 15/a,72.96,-0.0023,1092384.0
ON,17250000000.0,,0.047400000000000005,0.0785,0.054400000000000004,4.95,3.32,0.45,0.45,0.39189999999999997,0.2021,0.0951,May 05/b,41.29,-0.0236,4597178.0
ONON,19120000000.0,,0.0971,0.15839999999999999,0.1193,2.8,2.18,0.19,0.27,0.6063000000000001,0.0987,0.0819,May 13/b,59.03,0.0036,2683393.0
ORCL,439450000000.0,0.0104,0.0815,1.0879,0.11599999999999999,1.02,1.02,5.27,5.75,0.6663,0.318,0.218,Mar 10/a,156.71,-0.0038,2929688.0
OTIS,38220000000.0,0.0172,0.1464,,0.7261,0.94,0.87,,,0.30219999999999997,0.1376,0.10830000000000001,Apr 23/b,96.83,-0.0036,832016.0
OWL,28230000000.0,0.0492,0.0086,0.0462,0.0155,1.63,1.63,1.54,1.54,0.8739,0.2569,0.0373,May 01/b,18.31,0.0042,2032495.0
OXY,40480000000.0,0.0232,0.0388,0.0943,0.040999999999999995,1.01,0.79,0.69,0.75,0.3613,0.22820000000000001,0.0867,May 07/a,41.13,0.0013,3515746.0
PAA,11750000000.0,0.09300000000000001,0.0346,0.0943,0.036000000000000004,1.01,0.94,0.88,0.93,0.039599999999999996,0.0319,0.013000000000000001,May 09/b,16.7,0.0051,643935.0
PAGP,13560000000.0,0.0837,0.0051,0.1009,0.0147,1.01,0.94,6.27,6.62,0.039599999999999996,0.0318,0.0029,May 09/b,17.84,0.0076,334471.0
PANW,124830000000.0,,0.062,0.2116,0.1634,0.85,0.85,0.05,0.1,0.7356,0.1165,0.13949999999999999,May 20/a,187.21,0.005699999999999999,2562939.0
