Ticker,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume
INSM,12290000000.0,,,,32.26,123.82,10.25,,0.0601,0.3009,-0.13119999999999998,0.47100000000000003,0.2177,67.5,0.0202,698673.0
INTC,87810000000.0,,25.46,,1.66,0.88,4.17,,3.26,1.6911,,,-0.053200000000000004,20.13,-0.0204,42378539.0
INTU,201560000000.0,58.67,31.56,3.83,11.08,10.0,32.65,33.03,0.1788,0.14400000000000002,0.1208,0.1533,0.19399999999999998,720.99,0.0825,3969036.0
INVH,20180000000.0,95.82,38.87,16.44,7.44,2.08,63.33,22.91,0.1067,0.034300000000000004,0.3002,0.0583,0.0886,32.92,-0.0054,811849.0
IONQ,11780000000.0,,,,273.68,15.11,20.03,,0.2564,-0.306,-0.8581,0.0482,1.5593000000000001,47.56,0.0387,41374249.0
IOT,26180000000.0,,102.42,,20.96,24.33,37.68,234.84,0.2821,0.3469,0.0916,0.336,0.6183,45.99,-0.0034000000000000002,648914.0
IP,25200000000.0,40.7,14.01,0.7,1.27,1.39,21.8,,0.9007999999999999,0.5867,-0.1253,0.5806,-0.028300000000000002,47.74,-0.0184,997776.0
IQV,23590000000.0,18.58,10.47,2.06,1.52,3.97,12.57,10.91,0.0636,0.1005,0.509,0.0901,0.0704,136.36,-0.012199999999999999,928927.0
IR,32540000000.0,39.87,22.0,5.93,4.47,3.1,20.18,23.73,0.015,0.09759999999999999,0.22010000000000002,0.0672,0.256,80.65,-0.0068000000000000005,1926827.0
IRM,28380000000.0,234.45,41.74,18.48,4.53,,180.96,,0.1275,0.1547,-0.08130000000000001,0.12689999999999999,0.0776,96.19,0.0040999999999999995,360555.0
ISRG,193800000000.0,79.31,59.78,6.09,22.24,11.33,42.96,111.04,0.0625,0.1597,0.10769999999999999,0.1303,0.1381,540.71,-0.0036,528314.0
ITUB,35360000000.0,9.52,8.12,1.01,0.55,2.04,,1.52,0.1352,0.0702,0.019799999999999998,0.09390000000000001,0.0784,6.64,0.0038,28408540.0
ITW,70930000000.0,21.31,22.01,710.3,4.5,21.89,81.25,24.92,-0.1253,0.07400000000000001,0.0863,0.0003,0.0282,242.09,-0.010700000000000001,333128.0
JBHT,13680000000.0,25.05,19.61,1.71,1.13,3.54,315.18,26.67,0.0168,0.24420000000000003,0.0311,0.14679999999999999,0.0679,137.93,-0.0079,323347.0
JBL,17790000000.0,39.71,16.12,3.48,0.65,13.37,10.99,14.2,0.053099999999999994,0.1495,0.439,0.114,0.0329,165.7,0.0036,220624.0
JCI,64379999999.99999,26.09,23.15,2.72,2.62,4.07,80.27,22.09,-0.0182,0.16949999999999998,0.36,0.096,-0.0058,97.83,-0.001,1172815.0
JD,43330000000.0,8.17,7.04,1.13,0.26,1.32,1.54,,-0.0086,0.11320000000000001,0.2528,0.0722,0.15,33.49,-0.0058,4045388.0
JEF,10050000000.0,16.89,11.59,0.76,1.03,0.99,0.78,5.75,-0.1862,0.7288,-0.0032,0.22149999999999997,0.18510000000000001,48.75,-0.003,342941.0
JHX,10090000000.0,24.03,13.54,2.36,2.61,4.67,12.91,28.09,0.0096,0.153,0.1244,0.10189999999999999,0.0859,23.48,-0.011899999999999999,1470739.0
JNJ,368130000000.0,17.01,13.78,2.88,4.12,4.71,9.49,18.07,0.0633,0.0461,0.0055000000000000005,0.059000000000000004,0.0203,153.0,0.0026,3106995.0
JNPR,12000000000.0,34.31,16.28,3.34,2.31,2.48,7.66,17.79,0.20600000000000002,0.06280000000000001,-0.0278,0.10279999999999999,0.0292,35.9,-0.0021,684364.0
JPM,726080000000.0,12.82,13.32,2.49,2.55,2.19,,26.92,0.0171,0.0582,0.12990000000000002,0.0516,0.16829999999999998,261.26,0.0023,3521879.0
K,28540000000.0,20.73,20.72,12.19,2.26,7.29,86.49,33.07,-0.0254,0.0392,0.0676,0.017,-0.011000000000000001,82.27,0.0023,1046436.0
KDP,44690000000.0,29.81,15.16,4.7,2.88,1.83,60.97,24.58,0.0617,0.0646,0.035699999999999996,0.0634,0.067,32.9,-0.0032,3692786.0
KEY,17190000000.0,,9.14,,1.86,1.06,,75.73,0.2418,0.2023,,0.1861,0.0462,15.69,-0.0003,5761721.0
KEYS,27640000000.0,37.52,20.27,3.02,5.41,5.03,8.86,20.53,0.1182,0.12539999999999998,0.015300000000000001,0.1241,0.0336,159.93,-0.011200000000000002,288548.0
KGC,18110000000.0,15.04,12.01,0.95,3.25,2.52,25.63,11.78,0.6918000000000001,0.0681,0.06280000000000001,0.15810000000000002,0.1185,14.76,0.019299999999999998,10491178.0
KHC,31100000000.0,11.91,9.84,,1.22,0.63,11.03,9.83,-0.153,0.029900000000000003,0.0739,-0.0292,0.0072,26.27,-0.0085,5721408.0
KIM,13900000000.0,26.85,27.85,1.84,6.64,1.32,104.87,19.28,0.26739999999999997,0.057999999999999996,-0.07139999999999999,0.146,0.1309,20.54,-0.0034000000000000002,1214194.0
KKR,104900000000.0,51.06,17.68,2.66,6.37,4.2,5.7,13.33,0.0858,0.30519999999999997,-0.0151,0.1918,1.17,117.78,-0.0034999999999999996,1566185.0
KLAC,100080000000.0,27.5,22.78,1.67,8.67,24.99,24.84,28.5,0.36460000000000004,0.0255,0.22039999999999998,0.16510000000000002,0.17329999999999998,756.81,-0.0139,472466.0
KMB,46830000000.0,19.23,18.47,5.09,2.37,42.54,83.18,19.58,-0.026600000000000002,0.0753,0.038900000000000004,0.0378,0.0171,141.12,0.0098,1396893.0
KMI,61870000000.0,24.07,20.56,2.99,3.99,2.02,209.74,26.1,0.1036,0.0673,0.04,0.08039999999999999,0.056900000000000006,27.84,0.018500000000000003,4214399.0
KO,309200000000.0,28.76,22.46,4.73,6.63,11.8,22.43,,0.0301,0.0782,0.0354,0.0608,0.051,71.83,0.0098,5367648.0
KR,45850000000.0,18.73,13.34,2.42,0.31,5.48,8.7,24.46,0.0622,0.08710000000000001,0.1251,0.07730000000000001,0.0384,68.85,0.013300000000000001,2584931.0
KVUE,45560000000.0,43.27,19.4,9.37,2.98,4.53,43.1,31.55,0.0002,0.0725,-0.0666,0.0462,0.015600000000000001,23.73,0.0098,3747425.0
LDOS,19530000000.0,15.27,13.06,2.19,1.15,4.59,21.14,15.84,0.0658,0.0674,0.1492,0.0698,0.085,151.73,-0.0415,833051.0
LEN,27520000000.0,7.64,9.03,109.1,0.77,1.22,10.73,15.1,-0.2803,0.1741,0.2004,0.0007000000000000001,0.1023,104.88,-0.0039000000000000003,629738.0
LHX,44410000000.0,28.15,19.53,17.6,2.09,2.33,85.9,19.57,-0.19920000000000002,0.1598,0.16469999999999999,0.016,0.3132,237.56,-0.0068000000000000005,1010223.0
LI,24050000000.0,27.44,14.94,1.45,1.2,2.45,1.56,,-0.0381,0.4376,,0.18899999999999997,7.3404,28.8,0.0044,1148525.0
LIN,216090000000.0,33.31,25.6,4.06,6.54,5.69,40.82,44.0,0.0574,0.0934,0.2658,0.08199999999999999,0.0336,459.05,0.0001,547287.0
LINE,10360000000.0,,1475.91,,1.95,1.21,52.61,,0.9758,1.3425,,,0.1383,45.34,-0.0066,224022.0
LKQ,10390000000.0,15.05,10.52,2.68,0.74,1.68,45.77,18.36,0.0126,0.0858,0.0848,0.0562,0.0304,40.25,-0.0064,779903.0
LLY,676070000000.0,59.09,24.05,1.43,13.8,42.9,209.91,180.94,0.6786,0.3604,0.1877,0.4143,0.15539999999999998,713.35,-0.0026,1574900.0
LMT,109640000000.0,20.21,15.62,1.55,1.53,16.31,60.81,21.99,0.22829999999999998,0.0931,0.0032,0.13,0.0356,467.93,-0.0053,359273.0
LNG,50670000000.0,16.69,16.69,,3.0,9.12,17.67,16.01,-0.1885,0.1882,0.41409999999999997,-0.0105,0.2361,228.48,-0.0001,671710.0
LNT,15780000000.0,21.19,17.87,3.2,3.87,2.22,631.09,,0.0565,0.0701,0.028399999999999998,0.0663,0.0206,61.42,0.0034000000000000002,369135.0
LOW,123760000000.0,18.32,16.57,2.59,1.49,,36.17,18.53,0.0227,0.0888,0.17370000000000002,0.0706,0.0366,221.12,-0.0118,1365494.0
LRCX,103680000000.0,22.58,20.15,1.44,6.05,10.93,19.02,27.33,0.324,0.0027,0.1617,0.157,0.1085,81.06,-0.0182,3895558.0
LULU,39120000000.0,21.4,19.49,4.23,3.69,8.76,19.71,24.7,0.009000000000000001,0.08470000000000001,0.2432,0.0506,0.22210000000000002,312.27,-0.0256,946140.0
LUV,17640000000.0,36.76,12.4,0.7,0.64,1.88,2.14,,0.231,1.1118000000000001,-0.2929,0.5216,0.1611,30.95,-0.008199999999999999,4362606.0
LVS,28290000000.0,22.31,14.07,2.45,2.53,10.49,9.32,27.15,0.0977,0.1419,-0.1093,0.091,0.2475,40.04,-0.0012,1786185.0
LYB,17950000000.0,17.28,9.16,2.99,0.47,1.48,9.6,11.93,-0.36939999999999995,0.5106,-0.154,0.057800000000000004,0.0702,55.86,-0.0083,1494916.0
LYG,63920000000.0,,8.36,,2.03,1.05,,,0.22460000000000002,0.30670000000000003,0.1258,0.2382,0.1555,4.26,0.0024,20144992.0
LYV,33509999999.999996,49.5,48.79,3.53,1.47,316.1,4.67,25.13,-0.2266,0.3983,,0.14029999999999998,0.7143,144.57,0.001,833633.0
MA,513909999999.99994,39.7,30.4,2.8,17.69,77.2,61.17,34.32,0.091,0.16899999999999998,0.1182,0.142,0.1137,565.96,-0.0073,899083.0
MAR,70790000000.0,29.44,22.69,2.71,2.79,,135.36,38.45,0.0819,0.1286,0.1702,0.10869999999999999,0.10279999999999999,258.46,-0.0085,669368.0
MAS,13030000000.0,16.89,15.21,3.5,1.69,,34.57,15.46,-0.13449999999999998,0.1447,0.1137,0.0483,0.0347,61.78,-0.0144,625672.0
MBLY,12690000000.0,,38.93,,6.85,1.05,8.39,32.05,0.1493,0.3969,-0.5611,0.3693,0.158,15.62,-0.022799999999999997,1454841.0
MCD,225060000000.0,27.77,23.65,3.78,8.75,,181.79,33.57,0.0509,0.08070000000000001,0.0766,0.0735,0.0446,314.75,0.0014000000000000002,1437292.0
MCHP,30160000000.0,,22.23,,6.85,5.0,39.08,31.08,0.039900000000000005,0.852,,0.3464,0.011000000000000001,56.08,-0.0339,5658853.0
MCK,89790000000.0,27.8,17.16,2.22,0.25,,15.08,16.18,0.1267,0.1232,0.3907,0.1253,0.0932,717.65,0.009899999999999999,347080.0
MDB,15050000000.0,,54.59,,7.5,5.33,6.44,124.74,-0.287,0.2927,0.1121,0.08039999999999999,0.3705,184.15,-0.0235,622322.0
MDLZ,85640000000.0,24.58,19.94,9.45,2.35,3.32,52.7,25.85,-0.1012,0.09820000000000001,0.049,0.026000000000000002,0.07200000000000001,66.14,0.009899999999999999,3092431.0
MDT,103110000000.0,22.23,13.36,3.91,3.07,2.15,11.5,19.89,0.0166,0.07780000000000001,0.0037,0.056900000000000006,0.0304,80.39,-0.0064,4718307.0
MET,51930000000.0,12.59,7.49,1.06,0.71,1.89,,3.05,0.1246,0.1274,-0.0038,0.11869999999999999,0.0045000000000000005,77.36,-0.0039000000000000003,1422235.0
META,1588460000000.0,24.64,22.33,2.45,9.32,8.62,22.6,30.37,0.07139999999999999,0.1067,0.2999,0.10060000000000001,0.1906,631.81,-0.0075,5238927.0
MFC,53750000000.0,16.27,9.81,1.94,1.41,1.73,,2.66,0.07150000000000001,0.0883,-0.0008,0.0837,-0.0103,31.19,0.008199999999999999,550070.0
MFG,68069999999.99999,11.81,9.03,1.16,1.2,0.97,,,0.12380000000000001,0.1143,0.07139999999999999,0.1015,0.13140000000000002,5.43,0.0084,1555693.0
MGA,10010000000.0,8.87,6.18,1.55,0.24,0.85,9.45,6.82,-0.1436,0.2403,-0.0891,0.0572,0.0226,35.51,-0.0043,424188.0
MKC,19030000000.0,24.36,21.38,3.49,2.83,3.51,185.11,29.32,0.0327,0.0894,0.0222,0.0697,0.0478,70.96,-0.0049,1883055.0
MMC,113210000000.0,28.18,22.13,3.21,4.52,8.05,70.58,27.1,0.08800000000000001,0.08439999999999999,0.19149999999999998,0.08789999999999999,0.0801,229.77,0.005699999999999999,785831.0
MMM,79910000000.0,18.76,17.77,2.44,3.26,17.9,11.38,,0.050199999999999995,0.0902,-0.0067,0.077,-0.0429,148.49,-0.0086,982507.0
MNST,61700000000.0,41.77,30.26,3.56,8.28,9.46,32.42,34.34,0.14400000000000002,0.1281,0.0801,0.1173,0.12390000000000001,63.27,0.0063,1407518.0
MO,100400000000.0,9.98,10.77,2.76,4.96,,21.24,11.88,0.0527,0.027200000000000002,,0.0361,0.0068000000000000005,59.6,0.0051,2112655.0
MOS,11090000000.0,30.18,12.81,3.33,1.0,0.94,41.42,52.2,0.39759999999999995,-0.0134,,0.0907,0.09480000000000001,34.97,-0.0011,932920.0
MPC,49010000000.0,22.41,13.66,1.69,0.36,3.01,12.86,10.99,-0.16440000000000002,0.47009999999999996,0.2052,0.1324,0.12179999999999999,159.53,0.004,653782.0
MPLX,51680000000.0,11.69,10.44,1.72,4.54,3.74,20.4,10.69,0.0728,0.0742,0.325,0.0681,0.052300000000000006,50.63,0.0062,510630.0
MRK,195040000000.0,11.31,7.99,0.97,3.06,4.04,20.9,11.45,0.16399999999999998,0.0916,0.1204,0.1166,0.07139999999999999,77.67,-0.0022,4978093.0
MRNA,10040000000.0,,,,3.16,1.0,1.68,,-0.0794,0.2611,-0.4294,0.2077,6.6263,25.95,-0.0288,5059638.0
MRVL,52500000000.0,,16.89,,9.1,3.92,55.36,37.59,0.7768,0.2898,,0.3978,0.1814,60.78,-0.0174,9294713.0
MS,202610000000.0,14.82,13.63,1.81,1.91,2.09,,,0.0882,0.0711,0.0889,0.0819,0.1555,126.29,0.0002,1582516.0
MSFT,3362410000000.0,34.96,29.9,2.41,12.45,10.45,42.23,48.47,0.1341,0.1307,0.1845,0.1448,0.14400000000000002,452.39,-0.0054,8795956.0
MSTR,103420000000.0,,,,225.19,3.12,1661.17,,-1.6861000000000002,0.9761,,0.5533,-0.0087,378.29,-0.053,13613034.0
MT,23140000000.0,18.14,6.11,0.39,0.37,0.47,3.57,51.81,1.3138999999999998,0.2601,,0.466,0.0008,30.11,0.005,1050155.0
MTB,28890000000.0,12.06,9.71,0.97,2.19,1.1,,8.11,0.0928,0.1588,0.0125,0.12369999999999999,0.162,179.95,-0.0037,589062.0
MTZ,12060000000.0,56.43,21.9,2.18,0.97,4.2,34.88,13.09,0.5302,0.1545,-0.1679,0.2588,0.124,152.84,0.0137,309869.0
MU,104700000000.0,22.52,8.5,0.22,3.34,2.15,12.74,172.77,4.3942000000000005,0.5714,-0.3389,1.0446,0.08789999999999999,93.68,-0.0121,10447012.0
MUFG,156030000000.0,12.91,10.24,1.21,1.93,1.14,,,0.07730000000000001,0.1209,0.2275,0.1063,0.06309999999999999,13.56,-0.0073,5745292.0
NBIX,11830000000.0,40.54,20.08,1.17,4.9,4.67,12.54,24.04,0.2164,0.488,0.5347,0.3479,0.248,119.56,0.0037,373000.0
NDAQ,47060000000.0,37.16,23.03,3.07,6.02,4.07,66.46,25.37,0.1325,0.1144,0.0453,0.121,0.12369999999999999,81.96,0.0092,1985979.0
NEE,138950000000.0,25.24,16.9,3.05,5.62,2.79,55.36,31.54,0.0703,0.0877,0.11689999999999999,0.0828,0.08,67.5,0.0083,8463255.0
NEM,59630000000.0,12.03,11.87,1.73,3.06,1.92,12.64,14.06,0.2432,0.0436,-0.0557,0.0694,0.1566,53.58,0.0176,5514117.0
NET,54980000000.0,,154.64,,31.06,38.55,28.64,302.02,0.0638,0.28550000000000003,0.08130000000000001,0.2316,0.4255,158.61,0.0025,772114.0
NFLX,505710000000.0,56.15,38.33,2.37,12.68,21.05,60.38,67.92,0.2872,0.2147,0.3685,0.237,0.1425,1188.3,0.0003,1285135.0
NI,18310000000.0,20.95,19.35,2.85,3.09,2.06,60.28,,0.0691,0.0742,0.1316,0.0735,0.0143,38.89,0.0101,679608.0
NKE,88590000000.0,19.97,30.93,,1.85,6.33,8.52,16.68,-0.4598,-0.0906,0.084,-0.1307,0.059000000000000004,60.02,-0.0212,7946887.0
NLY,11390000000.0,21.4,6.47,7.78,1.8,0.99,6.21,7.82,0.057999999999999996,0.019,,0.0275,0.8664000000000001,18.83,0.0051,3188607.0
NOC,67780000000.0,18.53,16.41,3.14,1.68,4.53,40.22,38.16,-0.0332,0.1379,0.16469999999999999,0.0591,0.0401,470.9,-0.0042,300443.0
NOK,27990000000.0,36.28,13.45,16.2,1.36,1.29,3.86,14.58,-0.1809,0.19399999999999998,3.1510000000000002,0.022400000000000003,-0.0425,5.35,-0.0015,8102005.0
NOW,209260000000.0,137.24,50.92,7.01,18.25,20.64,31.68,56.85,0.1906,0.1979,0.1656,0.19579999999999997,0.26039999999999996,1010.98,-0.004699999999999999,518939.0
NRG,30870000000.0,24.87,18.86,2.03,1.06,14.59,43.61,13.58,0.12380000000000001,0.0906,-0.2043,0.1226,0.3975,157.91,0.0169,1097940.0
NSC,54060000000.0,16.38,16.8,1.6,4.46,3.73,53.74,28.62,0.06860000000000001,0.1272,0.0246,0.1023,0.0199,239.82,0.0007000000000000001,349916.0
NTAP,20260000000.0,18.16,12.7,1.96,3.11,20.03,8.96,16.01,0.11900000000000001,0.0692,0.0051,0.0928,0.0384,98.15,-0.0163,1475509.0
NTES,75920000000.0,17.15,13.6,1.79,5.11,3.88,3.83,13.4,0.1671,0.0452,0.075,0.0959,0.11869999999999999,119.4,0.0032,617489.0
NTNX,21350000000.0,,42.64,,9.21,,12.25,33.27,0.23800000000000002,0.1577,0.3171,0.21559999999999999,0.11800000000000001,80.05,0.0024,728794.0
NTR,29030000000.0,55.74,14.46,10.21,1.13,1.21,32.44,30.78,0.1686,0.013500000000000002,-0.0435,0.0546,0.0789,59.42,0.009000000000000001,934291.0
NTRA,20970000000.0,,,,11.45,16.84,21.15,246.2,-0.43439999999999995,0.517,0.0318,,0.4183,153.6,0.0073,545223.0
NTRS,20580000000.0,9.88,12.41,,1.33,1.72,,5.69,-0.18359999999999999,0.0692,0.08070000000000001,-0.019799999999999998,0.20199999999999999,105.81,-0.0055000000000000005,399435.0
NU,57750000000.0,27.26,15.68,0.75,5.33,6.72,,5.72,0.37810000000000005,0.3746,,0.3651,0.8704999999999999,11.98,-0.0216,53253380.0
NUE,25390000000.0,19.6,10.25,1.23,0.83,1.27,6.25,48.68,-0.038900000000000004,0.32030000000000003,0.15380000000000002,0.15990000000000001,0.1125,110.05,-0.0058,763197.0
NVDA,3215740000000.0,44.86,23.49,1.53,24.64,40.69,74.42,52.84,0.4661,0.2807,0.9183,0.2939,0.7088,131.86,-0.0073,126807767.0
NVO,225350000000.0,19.86,14.22,1.04,5.17,14.82,37.46,15.78,0.25780000000000003,0.18359999999999999,0.21739999999999998,0.1906,0.1858,66.94,-0.018000000000000002,3743393.0
NVS,214060000000.0,17.66,12.52,2.57,4.14,5.76,29.75,12.16,0.1079,0.040999999999999995,0.1399,0.0687,0.0174,112.81,0.0027,483180.0
NVT,10750000000.0,18.65,18.83,1.25,3.34,2.97,8.01,20.13,0.23929999999999998,0.1242,0.0891,0.1496,0.0728,65.32,0.0076,489098.0
NWG,57820000000.0,9.66,8.3,0.82,1.52,1.26,,,0.1235,0.12789999999999999,0.1389,0.11710000000000001,0.1483,14.34,0.0138,3175469.0
NWSA,16620000000.000002,32.68,27.51,1.78,1.77,1.93,7.93,20.59,0.2905,0.1223,0.11960000000000001,0.1839,0.003,27.9,0.0089,1351030.0
NXPI,48900000000.0,21.08,14.07,2.51,3.97,5.26,12.26,26.76,-0.11230000000000001,0.184,0.6274000000000001,0.084,0.0808,193.55,-0.0151,1602936.0
O,49980000000.0,50.22,36.68,2.96,9.23,1.28,156.66,14.5,0.4097,0.092,-0.0664,0.1697,0.2985,55.34,0.0029,1851176.0
OC,11410000000.0,48.15,9.09,34.89,1.02,2.34,27.96,10.18,-0.1478,0.0885,0.1491,0.0138,0.0928,134.12,-0.0075,291687.0
ODFL,34280000000.0,30.41,26.95,3.91,5.98,8.12,352.66,41.2,-0.0605,0.16879999999999998,0.16510000000000002,0.07780000000000001,0.08109999999999999,162.21,-0.0085,379027.0
OHI,10420000000.0,22.57,19.9,3.93,9.53,2.17,25.78,14.27,0.0968,0.0641,-0.0044,0.0574,0.0362,36.0,-0.0001,550308.0
OKE,50740000000.0,15.86,13.21,1.66,2.03,2.37,359.85,16.45,0.0431,0.1399,0.1096,0.0958,0.24100000000000002,81.23,-0.0017000000000000001,866320.0
OKTA,21750000000.0,2121.16,35.31,166.24,8.33,3.37,8.62,29.31,0.1376,0.1013,,0.1276,0.3564,124.3,0.0031,907840.0
OMC,14240000000.0,9.98,8.2,1.72,0.9,3.26,4.21,10.04,0.0426,0.0593,0.042199999999999994,0.0579,0.0123,72.96,-0.0023,1086100.0
ON,17250000000.0,28.64,13.3,6.05,2.59,2.15,5.72,12.3,-0.425,0.3565,0.4817,0.0473,0.0639,41.28,-0.023799999999999998,4577044.0
ONON,19100000000.0,83.0,40.41,4.55,6.68,11.68,19.39,49.59,-0.08470000000000001,0.3616,,0.1825,0.5856,58.99,0.0029,2680792.0
ORCL,439350000000.0,36.81,23.55,2.74,7.88,26.25,24.65,75.59,0.07429999999999999,0.11410000000000001,0.0454,0.1344,0.0621,156.68,-0.004,2919019.0
OTIS,38210000000.0,25.39,21.56,2.72,2.7,,19.81,26.3,0.0513,0.1152,0.0956,0.0933,0.018500000000000003,96.82,-0.0037,830290.0
OWL,28210000000.0,184.24,16.54,10.88,11.44,4.9,288.96,31.39,0.18969999999999998,0.2077,,0.1693,0.8876000000000001,18.3,0.0036,2019491.0
OXY,40470000000.0,16.64,13.05,2.76,1.46,1.47,15.41,9.12,-0.2921,0.2866,,0.0603,0.1082,41.12,0.0011,3490296.0
PAA,11740000000.0,17.97,11.04,10.63,0.23,1.55,27.5,5.71,0.0496,-0.0461,-0.2268,0.0169,0.1482,16.69,0.0045000000000000005,637829.0
PAGP,13560000000.0,24.3,11.24,0.51,0.27,2.6,31.6,6.61,2.0017,0.0165,-0.2322,0.4793,0.1483,17.83,0.0070999999999999995,332340.0
PANW,124710000000.0,107.03,50.77,7.57,14.05,17.22,37.66,41.56,0.154,0.1261,,0.1414,0.22690000000000002,187.03,0.0048,2555100.0
PAYX,56250000000.0,32.48,29.5,5.15,10.34,13.66,34.09,35.27,0.0584,0.059500000000000004,0.10300000000000001,0.063,0.0704,156.16,-0.0001,453083.0
PBA,21820000000.0,17.09,16.51,3.44,3.82,2.04,202.57,11.63,0.0359,0.0541,0.016,0.0496,0.071,37.55,0.0109,218343.0
PBR,43650000000.0,8.92,4.76,0.11,0.49,1.09,5.68,2.23,4.385400000000001,-0.0683,-0.0265,0.7859999999999999,0.09449999999999999,11.73,-0.0067,11636397.0
PBR-A,29140000000.0,8.38,4.52,0.11,0.33,1.03,3.79,1.49,4.3728,-0.0765,-0.0265,0.7875,0.09449999999999999,11.02,-0.005,3133340.0
PCAR,49070000000.0,14.18,13.82,,1.52,2.72,5.88,20.77,-0.28300000000000003,0.1937,0.1152,-0.042199999999999994,0.0779,93.47,-0.0091,871549.0
PCOR,10130000000.0,,43.63,,8.49,8.57,17.87,86.86,0.2943,0.2929,0.0204,0.2752,0.3201,67.91,0.0034999999999999996,290731.0
PDD,164830000000.0,11.22,7.95,0.77,3.01,3.84,3.01,,0.065,0.21780000000000002,,0.1458,0.6731,118.4,-0.011699999999999999,4043234.0
PEG,39340000000.0,21.55,18.15,2.78,3.64,2.4,43.27,,0.0909,0.0818,0.012,0.0774,0.027999999999999997,78.83,0.0189,984770.0
PEP,177030000000.0,18.99,15.44,6.62,1.93,9.64,20.63,24.36,-0.0329,0.059800000000000006,0.059800000000000006,0.0287,0.0654,129.12,-0.0077,4822258.0
PFE,132699999999.99998,16.92,7.57,,2.12,1.47,7.66,11.83,-0.035699999999999996,0.0281,-0.1325,-0.003,0.17190000000000003,23.34,0.013000000000000001,16764512.0
PFG,17330000000.0,16.57,8.6,1.33,1.1,1.55,,3.52,0.15869999999999998,0.1133,0.061200000000000004,0.1249,0.013000000000000001,77.31,-0.0006,321594.0
PFGC,13240000000.0,35.29,16.43,2.8,0.22,3.03,1297.62,24.09,0.020099999999999996,0.1766,0.12,0.1261,0.25989999999999996,84.79,0.0131,513231.0
PG,388840000000.0,26.34,23.68,6.44,4.63,7.55,42.65,25.88,0.028300000000000002,0.0334,0.3328,0.0409,0.0444,165.85,0.005,2683856.0
PGR,162890000000.0,18.71,17.55,2.74,2.07,5.62,,10.35,0.136,-0.0078000000000000005,0.1648,0.0683,0.1434,277.87,0.0027,651418.0
PHG,21040000000.0,,13.24,,1.08,1.67,16.32,15.52,0.0723,0.1057,,0.10779999999999999,-0.020499999999999997,22.74,-0.014199999999999999,549447.0
PHM,19640000000.0,6.91,8.11,,1.1,1.6,15.39,13.48,-0.2188,0.0527,0.3208,-0.0187,0.1225,97.97,-0.0062,584065.0
PHYS,11950000000.0,,,,,,,,,,,,,25.67,0.0215,2693468.0
PINS,20990000000.0,11.26,14.58,0.44,5.58,4.47,8.03,22.04,0.3933,0.18350000000000002,,0.2545,0.275,31.02,-0.023,4357919.0
PLD,99140000000.0,26.33,32.2,,11.82,1.81,147.73,24.13,-0.3151,0.1794,0.1082,-0.018799999999999997,0.2051,104.31,-0.0074,1348445.0
PLTR,294920000000.0,545.73,170.03,16.49,94.68,54.37,54.23,223.7,0.4224,0.26030000000000003,,0.331,0.3148,124.97,0.0219,42273542.0
PM,277320000000.0,36.61,21.52,3.25,7.26,,61.96,27.2,0.1367,0.10830000000000001,-0.0038,0.1128,0.049699999999999994,178.17,0.0168,2114725.0
PNC,68120000000.00001,12.16,10.02,1.0,2.04,1.35,,8.56,0.09609999999999999,0.1414,0.0384,0.1211,0.10779999999999999,172.21,-0.0045000000000000005,596192.0
PNR,15920000000.0,24.96,18.48,2.69,3.91,4.38,113.26,20.86,0.095,0.1045,0.12390000000000001,0.09269999999999999,0.0707,96.79,-0.0088,511432.0
PNW,10800000000.0,17.98,17.8,6.29,2.08,1.6,123.34,,-0.1317,0.11720000000000001,0.0187,0.0286,0.0816,90.49,0.0067,162718.0
PPC,11750000000.0,9.76,11.1,,0.65,3.75,5.65,8.51,-0.030600000000000002,-0.1509,0.20129999999999998,,0.0975,49.54,0.0070999999999999995,342191.0
PPG,24950000000.0,18.62,12.93,3.19,1.49,3.6,13.18,31.66,-0.0060999999999999995,0.0872,0.0271,0.0584,0.0148,109.92,-0.0116,438449.0
PPL,25600000000.0,25.86,17.68,3.48,2.96,1.79,72.32,,0.076,0.0775,-0.1275,0.07429999999999999,0.0395,34.63,0.0073,2139213.0
PR,10160000000.0,7.84,9.25,1.09,1.98,0.95,14.46,16.76,-0.051699999999999996,-0.0023,0.9007,0.0722,0.505,12.7,-0.012,3054655.0
PRMB,12020000000.0,,17.45,,3.0,3.6,26.72,46.91,0.49920000000000003,0.2079,,0.2816,0.3675,31.92,0.021099999999999997,2637431.0
PRU,36120000000.0,16.15,6.91,2.08,0.6,1.21,,46.61,0.0852,0.0788,-0.0579,0.07780000000000001,0.0358,102.04,-0.0027,845960.0
PSTG,18130000000.0,181.17,25.72,15.38,5.72,13.83,11.91,34.41,-0.0139,0.2695,,0.11779999999999999,0.1459,55.42,-0.011200000000000002,1644394.0
PSX,46050000000.0,25.78,10.95,1.05,0.33,1.69,30.93,15.56,-0.271,1.3031,-0.0591,0.2462,0.14150000000000001,113.03,0.0005,995933.0
PWR,49620000000.0,54.13,28.31,3.46,1.99,6.66,95.07,34.63,0.1523,0.14429999999999998,0.1722,0.1566,0.15109999999999998,334.79,0.012,529214.0
