Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
MCHP,"Microchip Technology, Inc",Technology,Semiconductors,USA,30210000000.0,,56.17,-0.0323,5569667.0
MCK,Mckesson Corporation,Healthcare,Medical Distribution,USA,89740000000.0,27.78,717.27,0.009300000000000001,343798.0
MDB,MongoDB Inc,Technology,Software - Infrastructure,USA,15080000000.0,,184.5,-0.0216,600548.0
MDLZ,Mondelez International Inc,Consumer Defensive,Confectioners,USA,85710000000.0,24.6,66.19,0.0108,2981979.0
MDT,Medtronic Plc,Healthcare,Medical Devices,Ireland,103200000000.0,22.25,80.46,-0.0055000000000000005,4614470.0
MET,Metlife Inc,Financial,Insurance - Life,USA,51930000000.0,12.59,77.36,-0.0039000000000000003,1401185.0
META,Meta Platforms Inc,Communication Services,Internet Content & Information,USA,1588720000000.0,24.65,631.91,-0.0073,5137402.0
MFC,Manulife Financial Corp,Financial,Insurance - Life,Canada,53740000000.0,16.27,31.18,0.0079,529947.0
MFG,"Mizuho Financial Group, Inc. ADR",Financial,Banks - Regional,Japan,68069999999.99999,11.81,5.43,0.0084,1506312.0
MGA,Magna International Inc,Consumer Cyclical,Auto Parts,Canada,10010000000.0,8.88,35.52,-0.0042,412345.0
MKC,"McCormick & Co., Inc",Consumer Defensive,Packaged Foods,USA,19040000000.0,24.37,70.99,-0.0045000000000000005,1850442.0
MMC,"Marsh & McLennan Cos., Inc",Financial,Insurance Brokers,USA,113190000000.0,28.18,229.72,0.0055000000000000005,767701.0
MMM,3M Co,Industrials,Conglomerates,USA,79980000000.0,18.77,148.62,-0.0077,964435.0
MNST,Monster Beverage Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,61780000000.0,41.82,63.35,0.0076,1331006.0
MO,Altria Group Inc,Consumer Defensive,Tobacco,USA,100490000000.0,9.98,59.65,0.006,2063880.0
MOS,Mosaic Company,Basic Materials,Agricultural Inputs,USA,11100000000.0,30.19,34.98,-0.0009,909960.0
MPC,Marathon Petroleum Corp,Energy,Oil & Gas Refining & Marketing,USA,49020000000.0,22.41,159.56,0.0042,637103.0
MPLX,MPLX LP,Energy,Oil & Gas Midstream,USA,51890000000.0,11.74,50.83,0.0101,463390.0
MRK,Merck & Co Inc,Healthcare,Drug Manufacturers - General,USA,194900000000.0,11.3,77.62,-0.0029,4855728.0
MRNA,Moderna Inc,Healthcare,Biotechnology,USA,10060000000.0,,26.01,-0.026600000000000002,4965309.0
MRVL,Marvell Technology Inc,Technology,Semiconductors,USA,52480000000.0,,60.76,-0.0177,9158322.0
MS,Morgan Stanley,Financial,Capital Markets,USA,202620000000.0,14.82,126.29,0.0003,1542814.0
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,USA,3364900000000.0,34.98,452.73,-0.004699999999999999,8553566.0
MSTR,Strategy,Technology,Software - Application,USA,103150000000.0,,377.27,-0.0555,13450497.0
MT,ArcelorMittal,Basic Materials,Steel,Luxembourg,23150000000.0,18.15,30.12,0.0053,1036318.0
MTB,M & T Bank Corp,Financial,Banks - Regional,USA,28890000000.0,12.06,179.97,-0.0034999999999999996,578656.0
MTZ,Mastec Inc,Industrials,Engineering & Construction,USA,12080000000.0,56.52,153.1,0.0155,293133.0
MU,Micron Technology Inc,Technology,Semiconductors,USA,104750000000.0,22.53,93.73,-0.0116,10242821.0
MUFG,"Mitsubishi UFJ Financial Group, Inc. ADR",Financial,Banks - Diversified,Japan,156170000000.0,12.93,13.57,-0.0064,5675706.0
NBIX,"Neurocrine Biosciences, Inc",Healthcare,Drug Manufacturers - Specialty & Generic,USA,11840000000.0,40.58,119.66,0.0045000000000000005,364566.0
NDAQ,Nasdaq Inc,Financial,Financial Data & Stock Exchanges,USA,47070000000.0,37.17,81.98,0.0095,1948806.0
NEE,NextEra Energy Inc,Utilities,Utilities - Regulated Electric,USA,138890000000.0,25.23,67.46,0.0078000000000000005,8237651.0
NEM,Newmont Corp,Basic Materials,Gold,USA,59680000000.0,12.04,53.62,0.018500000000000003,5410177.0
NET,Cloudflare Inc,Technology,Software - Infrastructure,USA,55040000000.0,,158.8,0.0038,757863.0
NFLX,Netflix Inc,Communication Services,Entertainment,USA,506240000000.0,56.21,1189.55,0.0013,1265259.0
NI,NiSource Inc,Utilities,Utilities - Regulated Gas,USA,18310000000.0,20.95,38.89,0.0101,642802.0
NKE,"Nike, Inc",Consumer Cyclical,Footwear & Accessories,USA,88660000000.0,19.99,60.07,-0.0204,7835909.0
NLY,Annaly Capital Management Inc,Real Estate,REIT - Mortgage,USA,11400000000.0,21.42,18.84,0.0060999999999999995,3059784.0
NOC,Northrop Grumman Corp,Industrials,Aerospace & Defense,USA,67790000000.00001,18.54,470.97,-0.004,292874.0
NOK,Nokia Corp ADR,Technology,Communication Equipment,Finland,28010000000.0,36.31,5.36,-0.0009,8066367.0
NOW,ServiceNow Inc,Technology,Software - Application,USA,209130000000.0,137.16,1010.39,-0.0053,507653.0
NRG,NRG Energy Inc,Utilities,Utilities - Independent Power Producers,USA,30930000000.0,24.91,158.19,0.0187,1062255.0
NSC,Norfolk Southern Corp,Industrials,Railroads,USA,54050000000.0,16.37,239.74,0.0004,329767.0
NTAP,Netapp Inc,Technology,Computer Hardware,USA,20280000000.0,18.18,98.25,-0.015300000000000001,1452630.0
NTES,NetEase Inc ADR,Communication Services,Electronic Gaming & Multimedia,China,75940000000.0,17.15,119.43,0.0034000000000000002,609403.0
NTNX,Nutanix Inc,Technology,Software - Infrastructure,USA,21360000000.0,,80.11,0.0031,709191.0
NTR,Nutrien Ltd,Basic Materials,Agricultural Inputs,Canada,29040000000.0,55.77,59.45,0.0095,908074.0
NTRA,Natera Inc,Healthcare,Diagnostics & Research,USA,21000000000.0,,153.79,0.0086,535422.0
NTRS,Northern Trust Corp,Financial,Asset Management,USA,20580000000.0,9.87,105.77,-0.0059,386833.0
NU,Nu Holdings Ltd,Financial,Banks - Regional,Cayman Islands,57610000000.0,27.2,11.96,-0.0241,52530417.0
NUE,Nucor Corp,Basic Materials,Steel,USA,25410000000.0,19.61,110.11,-0.0052,726161.0
NVDA,NVIDIA Corp,Technology,Semiconductors,USA,3216840000000.0,44.87,131.9,-0.006999999999999999,124360768.0
NVO,Novo Nordisk ADR,Healthcare,Drug Manufacturers - General,Denmark,225190000000.0,19.84,66.9,-0.018600000000000002,3665469.0
NVS,Novartis AG ADR,Healthcare,Drug Manufacturers - General,Switzerland,214160000000.0,17.67,112.86,0.0032,464892.0
NVT,nVent Electric plc,Industrials,Electrical Equipment & Parts,United Kingdom,10760000000.0,18.66,65.34,0.0079,473562.0
NWG,NatWest Group Plc ADR,Financial,Banks - Regional,United Kingdom,57820000000.0,9.65,14.33,0.0137,3138657.0
NWSA,News Corp,Communication Services,Entertainment,USA,16620000000.000002,32.68,27.89,0.0088,1294963.0
NXPI,NXP Semiconductors NV,Technology,Semiconductors,Netherlands,48940000000.0,21.11,193.74,-0.0141,1502320.0
O,Realty Income Corp,Real Estate,REIT - Retail,USA,49980000000.0,50.22,55.34,0.0029,1797475.0
OC,Owens Corning,Industrials,Building Products & Equipment,USA,11420000000.0,48.19,134.24,-0.0067,282308.0
ODFL,"Old Dominion Freight Line, Inc",Industrials,Trucking,USA,34290000000.0,30.42,162.28,-0.008100000000000001,363941.0
OHI,"Omega Healthcare Investors, Inc",Real Estate,REIT - Healthcare Facilities,USA,10410000000.0,22.56,35.99,-0.0003,536064.0
OKE,Oneok Inc,Energy,Oil & Gas Midstream,USA,50800000000.0,15.88,81.32,-0.0006,820465.0
OKTA,Okta Inc,Technology,Software - Infrastructure,USA,21750000000.0,2121.89,124.34,0.0034999999999999996,892810.0
OMC,"Omnicom Group, Inc",Communication Services,Advertising Agencies,USA,14220000000.0,9.97,72.87,-0.0036,1051798.0
ON,ON Semiconductor Corp,Technology,Semiconductors,USA,17260000000.0,28.65,41.3,-0.023399999999999997,4203663.0
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland,19150000000.0,83.19,59.12,0.0052,2647238.0
ORCL,Oracle Corp,Technology,Software - Infrastructure,USA,439230000000.0,36.8,156.63,-0.0043,2830109.0
OTIS,Otis Worldwide Corp,Industrials,Specialty Industrial Machinery,USA,38220000000.0,25.4,96.84,-0.0034999999999999996,799841.0
OWL,Blue Owl Capital Inc,Financial,Asset Management,USA,28230000000.0,184.36,18.31,0.0042,1931075.0
OXY,Occidental Petroleum Corp,Energy,Oil & Gas E&P,USA,40430000000.0,16.63,41.09,0.0001,3435148.0
PAA,Plains All American Pipeline LP,Energy,Oil & Gas Midstream,USA,11750000000.0,17.98,16.71,0.0054,613774.0
PAGP,Plains GP Holdings LP,Energy,Oil & Gas Midstream,USA,13580000000.0,24.34,17.86,0.0085,320870.0
PANW,Palo Alto Networks Inc,Technology,Software - Infrastructure,USA,124690000000.0,107.01,187.01,0.0046,2501559.0
PAYX,Paychex Inc,Technology,Software - Application,USA,56260000000.0,32.48,156.2,0.0001,426708.0
PBA,Pembina Pipeline Corporation,Energy,Oil & Gas Midstream,Canada,21810000000.0,17.08,37.54,0.0105,210870.0
PBR,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,43720000000.0,8.94,11.75,-0.0051,11320706.0
PBR-A,Petroleo Brasileiro S.A. Petrobras ADR,Energy,Oil & Gas Integrated,Brazil,29170000000.0,8.39,11.02,-0.0040999999999999995,3085326.0
PCAR,Paccar Inc,Industrials,Farm & Heavy Construction Machinery,USA,49140000000.0,14.2,93.6,-0.0077,860034.0
PCOR,Procore Technologies Inc,Technology,Software - Application,USA,10130000000.0,,67.94,0.004,279602.0
PDD,PDD Holdings Inc ADR,Consumer Cyclical,Internet Retail,China,165100000000.0,11.23,118.59,-0.0101,3955133.0
PEG,Public Service Enterprise Group Inc,Utilities,Utilities - Regulated Electric,USA,39270000000.0,21.51,78.69,0.0171,885976.0
PEP,PepsiCo Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,177280000000.0,19.01,129.3,-0.0063,4725221.0
PFE,Pfizer Inc,Healthcare,Drug Manufacturers - General,USA,132470000000.0,16.89,23.3,0.0113,16177114.0
PFG,Principal Financial Group Inc,Financial,Asset Management,USA,17340000000.0,16.58,77.33,-0.0003,312789.0
PFGC,Performance Food Group Company,Consumer Defensive,Food Distribution,USA,13250000000.0,35.33,84.87,0.013999999999999999,492230.0
PG,Procter & Gamble Co,Consumer Defensive,Household & Personal Products,USA,389150000000.0,26.36,165.98,0.0058,2613652.0
PGR,Progressive Corp,Financial,Insurance - Property & Casualty,USA,162990000000.0,18.72,278.03,0.0033,616023.0
PHG,Koninklijke Philips N.V. ADR,Healthcare,Medical Devices,Netherlands,21040000000.0,,22.75,-0.0141,543546.0
PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,USA,19650000000.0,6.92,98.04,-0.0055000000000000005,568987.0
PHYS,Sprott Physical Gold Trust,Financial,Asset Management,Canada,11960000000.0,,25.68,0.022099999999999998,2551705.0
PINS,Pinterest Inc,Communication Services,Internet Content & Information,USA,20990000000.0,11.26,31.01,-0.0231,4228419.0
PLD,Prologis Inc,Real Estate,REIT - Industrial,USA,99190000000.0,26.34,104.36,-0.0069,1310889.0
PLTR,Palantir Technologies Inc,Technology,Software - Infrastructure,USA,294460000000.0,544.87,124.78,0.0203,40801941.0
PM,Philip Morris International Inc,Consumer Defensive,Tobacco,USA,277430000000.0,36.63,178.24,0.0172,2060627.0
PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,USA,68120000000.00001,12.16,172.21,-0.0045000000000000005,577776.0
PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,15930000000.0,24.97,96.82,-0.0085,496499.0
PNW,Pinnacle West Capital Corp,Utilities,Utilities - Regulated Electric,USA,10790000000.0,17.96,90.4,0.005699999999999999,158470.0
PPC,Pilgrim's Pride Corp,Consumer Defensive,Packaged Foods,USA,11760000000.0,9.77,49.58,0.0079,334343.0
PPG,"PPG Industries, Inc",Basic Materials,Specialty Chemicals,USA,24960000000.0,18.63,109.97,-0.011200000000000002,420098.0
PPL,PPL Corp,Utilities,Utilities - Regulated Electric,USA,25580000000.0,25.83,34.6,0.0064,2039144.0
PR,Permian Resources Corp,Energy,Oil & Gas E&P,USA,10170000000.0,7.84,12.71,-0.0109,2936068.0
PRMB,Primo Brands Corp,Consumer Defensive,Beverages - Non-Alcoholic,USA,12020000000.0,,31.94,0.0219,2526043.0
PRU,Prudential Financial Inc,Financial,Insurance - Life,USA,36120000000.0,16.15,102.03,-0.0028000000000000004,836342.0
PSTG,Pure Storage Inc,Technology,Computer Hardware,USA,18150000000.0,181.33,55.47,-0.0103,1621909.0
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,46030000000.0,25.76,112.96,-0.0001,971079.0
PWR,"Quanta Services, Inc",Industrials,Engineering & Construction,USA,49680000000.0,54.2,335.24,0.013300000000000001,512892.0
PYPL,PayPal Holdings Inc,Financial,Credit Services,USA,68019999999.99999,15.69,69.94,-0.021099999999999997,3984048.0
QCOM,"Qualcomm, Inc",Technology,Semiconductors,USA,160190000000.0,14.86,145.89,-0.01,4432581.0
QSR,Restaurant Brands International Inc,Consumer Cyclical,Restaurants,Canada,22910000000.0,23.78,69.93,0.0072,679009.0
RBA,RB Global Inc,Industrials,Specialty Business Services,USA,19970000000.0,52.94,107.82,-0.0066,577598.0
RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,USA,56200000000.0,,82.85,0.0127,2522430.0
RBRK,Rubrik Inc,Technology,Software - Infrastructure,USA,17960000000.0,,92.88,0.0194,1002318.0
RCI,Rogers Communications Inc,Communication Services,Telecom Services,Canada,14040000000.0,11.03,26.09,0.0019,241118.0
RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,65450000000.0,20.24,241.03,0.011000000000000001,668321.0
RDDT,Reddit Inc,Communication Services,Internet Content & Information,USA,18840000000.0,157.94,102.09,0.0384,4016714.0
RDY,Dr. Reddy's Laboratories Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic,India,11920000000.0,17.87,14.31,0.0021,335410.0
REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,12990000000.0,33.54,71.12,0.0005,457514.0
REGN,"Regeneron Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,63840000000.0,15.05,591.33,-0.0092,324676.0
RF,Regions Financial Corp,Financial,Banks - Regional,USA,19140000000.0,10.28,21.29,-0.0037,2895980.0
RIO,Rio Tinto plc ADR,Basic Materials,Other Industrial Metals & Mining,United Kingdom,77260000000.0,8.76,61.62,0.008199999999999999,3098597.0
RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,USA,18100000000.0,,15.78,-0.0079,13098394.0
RJF,"Raymond James Financial, Inc",Financial,Asset Management,USA,29450000000.0,14.06,145.95,-0.0036,222468.0
RKLB,Rocket Lab USA Inc,Industrials,Aerospace & Defense,USA,11740000000.0,,25.45,-0.0143,9363183.0
RKT,Rocket Companies Inc,Financial,Mortgage Finance,USA,25470000000.0,,12.73,0.0131,3013975.0
RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA,16940000000.000002,23.62,274.26,-0.011399999999999999,486319.0
RMD,Resmed Inc,Healthcare,Medical Instruments & Supplies,USA,35740000000.0,27.37,243.76,-0.006999999999999999,220921.0
ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,USA,34510000000.0,38.55,306.17,-0.0004,201508.0
ROKU,Roku Inc,Communication Services,Entertainment,USA,10060000000.0,,68.58,-0.017,1009039.0
ROL,"Rollins, Inc",Consumer Cyclical,Personal Services,USA,27620000000.0,57.86,57.0,0.0044,522605.0
ROST,"Ross Stores, Inc",Consumer Cyclical,Apparel Retail,USA,45180000000.0,21.71,137.4,-0.0975,13129387.0
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA,18280000000.0,13.26,32.51,0.0062,936522.0
RSG,"Republic Services, Inc",Industrials,Waste Management,USA,79100000000.0,38.16,253.11,0.0084,340670.0
RTO,Rentokil Initial Plc. ADR,Industrials,Specialty Business Services,United Kingdom,12000000000.0,30.86,23.88,0.0229,307137.0
RTX,RTX Corp,Industrials,Aerospace & Defense,USA,178090000000.0,39.09,133.3,-0.005699999999999999,2004160.0
RVTY,Revvity Inc,Healthcare,Diagnostics & Research,USA,10500000000.0,35.21,89.05,-0.0158,357477.0
RY,Royal Bank Of Canada,Financial,Banks - Diversified,Canada,181430000000.0,14.43,128.45,0.0152,383190.0
RYAAY,Ryanair Holdings Plc ADR,Industrials,Airlines,Ireland,29590000000.0,17.74,55.69,0.0091,842161.0
RYAN,Ryan Specialty Holdings Inc,Financial,Insurance - Specialty,USA,18090000000.0,9315.24,68.93,0.0031,184115.0
SAN,Banco Santander S.A. ADR,Financial,Banks - Diversified,Spain,119510000000.0,9.08,7.89,-0.005699999999999999,2031229.0
SAP,Sap SE ADR,Technology,Software - Application,Germany,344700000000.0,56.72,295.48,-0.014499999999999999,895410.0
SBAC,SBA Communications Corp,Real Estate,REIT - Specialty,USA,24640000000.0,30.35,229.27,0.0044,141388.0
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo. ADR,Utilities,Utilities - Regulated Water,Brazil,14050000000.0,7.66,20.55,0.0021,605064.0
SBUX,Starbucks Corp,Consumer Cyclical,Restaurants,USA,96320000000.0,30.81,84.76,0.009399999999999999,2840376.0
SCCO,Southern Copper Corporation,Basic Materials,Copper,USA,74240000000.0,20.62,92.32,0.021099999999999997,489387.0
SCHW,Charles Schwab Corp,Financial,Capital Markets,USA,158970000000.0,26.6,87.49,0.0021,1911417.0
SCI,Service Corp. International,Consumer Cyclical,Personal Services,USA,10910000000.0,21.11,76.64,0.0006,421738.0
SE,Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,90440000000.0,116.39,165.5,0.029900000000000003,2287317.0
SFM,Sprouts Farmers Market Inc,Consumer Defensive,Grocery Stores,USA,16129999999.999998,37.1,164.81,0.018799999999999997,372216.0
SGI,Somnigroup International Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,13370000000.0,41.12,64.07,-0.0016,805413.0
SHEL,Shell Plc ADR,Energy,Oil & Gas Integrated,United Kingdom,196720000000.0,15.26,65.98,0.0004,1564354.0
SHOP,Shopify Inc,Technology,Software - Application,Canada,133440000000.0,82.94,102.85,-0.0043,2975366.0
SHW,Sherwin-Williams Co,Basic Materials,Specialty Chemicals,USA,88420000000.0,33.39,352.83,-0.0003,386734.0
SJM,J.M. Smucker Co,Consumer Defensive,Packaged Foods,USA,11940000000.0,,112.23,0.0021,282512.0
SLB,Schlumberger Ltd,Energy,Oil & Gas Equipment & Services,USA,45640000000.0,11.38,33.56,-0.0058,5417518.0
SMCI,Super Micro Computer Inc,Technology,Computer Hardware,USA,23800000000.0,22.01,39.88,-0.0348,25689076.0
SMFG,Sumitomo Mitsui Financial Group Inc ADR,Financial,Banks - Diversified,Japan,97330000000.0,12.71,15.07,0.009000000000000001,939456.0
SMMT,Summit Therapeutics Inc,Healthcare,Biotechnology,USA,19140000000.0,,25.94,0.0068000000000000005,925795.0
SN,SharkNinja Inc,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,13330000000.0,30.07,94.96,-0.0043,647524.0
SNAP,Snap Inc,Communication Services,Internet Content & Information,USA,13860000000.0,,8.29,-0.0165,9243071.0
SNOW,Snowflake Inc,Technology,Software - Application,USA,67129999999.99999,,201.2,-0.0098,9333405.0
SNPS,"Synopsys, Inc",Technology,Software - Infrastructure,USA,77440000000.0,37.03,500.85,-0.0052,240902.0
SNY,Sanofi ADR,Healthcare,Drug Manufacturers - General,France,127370000000.0,21.83,52.28,-0.0045000000000000005,785801.0
SO,Southern Company,Utilities,Utilities - Regulated Electric,USA,98190000000.0,21.42,89.34,0.005600000000000001,1391906.0
SOFI,SoFi Technologies Inc,Financial,Credit Services,USA,14520000000.0,31.23,13.14,-0.0038,29227974.0
SOLV,Solventum Corp,Healthcare,Medical Instruments & Supplies,USA,12250000000.0,32.63,70.81,-0.0255,619987.0
SONY,Sony Group Corporation ADR,Technology,Consumer Electronics,Japan,153790000000.0,20.65,25.52,0.0077,2623064.0
SPG,"Simon Property Group, Inc",Real Estate,REIT - Retail,USA,59320000000.0,23.5,157.28,-0.0042,360868.0
SPGI,S&P Global Inc,Financial,Financial Data & Stock Exchanges,USA,156880000000.0,40.16,511.51,0.0004,511190.0
SPOT,Spotify Technology S.A,Communication Services,Internet Content & Information,Luxembourg,131800000000.00002,108.2,656.41,0.030899999999999997,1083635.0
SRE,Sempra,Utilities,Utilities - Diversified,USA,50470000000.0,17.03,77.39,0.0083,922752.0
SSNC,SS&C Technologies Holdings Inc,Technology,Software - Application,USA,19630000000.0,24.77,79.57,0.0084,364823.0
STLA,Stellantis N.V,Consumer Cyclical,Auto Manufacturers,Netherlands,28580000000.0,5.11,9.98,-0.0362,10374165.0
STLD,Steel Dynamics Inc,Basic Materials,Steel,USA,19140000000.0,17.04,128.92,-0.0075,878380.0
STM,ST Microelectronics,Technology,Semiconductors,Netherlands,21720000000.0,20.89,24.52,-0.0262,4014879.0
STT,State Street Corp,Financial,Asset Management,USA,27450000000.0,10.81,96.26,-0.001,446337.0
STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,USA,23720000000.0,16.15,111.76,0.026699999999999998,3055586.0
STZ,Constellation Brands Inc,Consumer Defensive,Beverages - Brewers,USA,32909999999.999996,,184.9,0.0007000000000000001,578114.0
SU,"Suncor Energy, Inc",Energy,Oil & Gas Integrated,Canada,44120000000.0,10.27,35.66,0.0083,1822092.0
SUZ,Suzano S.A. ADR,Basic Materials,Paper & Paper Products,Brazil,11580000000.0,,9.35,-0.0059,654932.0
SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,Ireland,22850000000.0,35.94,43.91,-0.0128,817339.0
SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,USA,10150000000.0,27.87,65.61,-0.011000000000000001,1023770.0
SWKS,"Skyworks Solutions, Inc",Technology,Semiconductors,USA,10520000000.0,27.36,70.05,-0.0044,1629808.0
SYF,Synchrony Financial,Financial,Credit Services,USA,21600000000.0,7.79,56.73,-0.0126,1098344.0
SYK,Stryker Corp,Healthcare,Medical Devices,USA,144760000000.0,51.12,378.78,0.0013,747566.0
SYM,Symbotic Inc,Industrials,Specialty Industrial Machinery,USA,17230000000.0,,29.22,-0.0070999999999999995,656182.0
SYY,Sysco Corp,Consumer Defensive,Food Distribution,USA,34710000000.0,18.52,71.6,-0.0053,1245338.0
T,"AT&T, Inc",Communication Services,Telecom Services,USA,197480000000.0,16.85,27.44,0.0079,14076156.0
TAK,Takeda Pharmaceutical Co ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Japan,45700000000.0,66.82,14.52,0.0076,668637.0
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,USA,10960000000.0,10.89,54.17,-0.0025,1001678.0
TCOM,Trip.com Group Ltd ADR,Consumer Cyclical,Travel Services,China,40660000000.0,18.19,62.24,0.0192,1915987.0
TD,Toronto Dominion Bank,Financial,Banks - Diversified,Canada,118920000000.0,9.92,67.89,0.013999999999999999,1156490.0
TEAM,Atlassian Corporation,Technology,Software - Application,USA,54420000000.0,,206.74,-0.0078000000000000005,1026379.0
TECK,Teck Resources Ltd,Basic Materials,Other Industrial Metals & Mining,Canada,18130000000.0,76.58,36.4,0.0262,1303826.0
TEL,TE Connectivity plc,Technology,Electronic Components,Ireland,46930000000.0,34.68,158.26,-0.0040999999999999995,605788.0
TEM,Tempus AI Inc,Healthcare,Health Information Services,USA,10650000000.0,,61.54,0.038599999999999995,6819033.0
TER,"Teradyne, Inc",Technology,Semiconductor Equipment & Materials,USA,12380000000.0,21.84,77.15,-0.0171,808008.0
TEVA,Teva- Pharmaceutical Industries Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,19350000000.0,,16.89,-0.0032,3276096.0
TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,51450000000.0,11.58,39.29,-0.0051,2725408.0
TGT,Target Corp,Consumer Defensive,Discount Stores,USA,43080000000.0,10.42,94.81,-0.0026,4265937.0
THC,Tenet Healthcare Corp,Healthcare,Medical Care Facilities,USA,15190000000.0,10.81,163.52,0.013600000000000001,538262.0
TJX,"TJX Companies, Inc",Consumer Cyclical,Apparel Retail,USA,141770000000.0,29.94,126.98,-0.020099999999999996,4109755.0
TKO,TKO Group Holdings Inc,Communication Services,Entertainment,USA,31290000000.0,91.78,158.1,0.012,609865.0
TLN,Talen Energy Corp,Utilities,Utilities - Independent Power Producers,USA,11100000000.0,25.42,243.88,0.022000000000000002,197771.0
TME,Tencent Music Entertainment Group ADR,Communication Services,Internet Content & Information,China,12180000000.0,20.59,17.4,0.0279,3848629.0
TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,USA,148680000000.0,23.11,393.87,-0.0165,1298288.0
TMUS,T-Mobile US Inc,Communication Services,Telecom Services,USA,275140000000.0,23.62,242.32,0.0062,1867482.0
TOL,Toll Brothers Inc,Consumer Cyclical,Residential Construction,USA,10340000000.0,7.72,104.01,-0.0012,799983.0
TOST,Toast Inc,Technology,Software - Infrastructure,USA,24740000000.0,182.39,42.77,0.0021,2068045.0
TPG,TPG Inc,Financial,Asset Management,USA,17430000000.0,,47.16,0.0036,790625.0
TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,USA,16050000000.0,20.34,77.3,-0.021400000000000002,1550913.0
TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,USA,34900000000.0,29.56,160.86,0.0111,622346.0
TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,USA,16860000000.0,11.5,70.65,-0.002,347548.0
TROW,T. Rowe Price Group Inc,Financial,Asset Management,USA,20580000000.0,10.6,93.4,-0.011200000000000002,430419.0
TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,52210000000.0,16.57,50.23,0.0146,478391.0
TRU,TransUnion,Financial,Financial Data & Stock Exchanges,USA,16340000000.0,44.86,83.75,-0.0087,928777.0
TRV,Travelers Companies Inc,Financial,Insurance - Property & Casualty,USA,61360000000.0,14.75,270.83,-0.0009,319081.0
TS,Tenaris S.A. ADR,Energy,Oil & Gas Equipment & Services,Luxembourg,17730000000.0,9.93,32.54,0.0046,463305.0
TSCO,Tractor Supply Co,Consumer Cyclical,Specialty Retail,USA,26480000000.0,24.84,49.95,0.005600000000000001,1657800.0
TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,1101720000000.0,188.36,342.52,0.0043,59570939.0
TSM,Taiwan Semiconductor Manufacturing ADR,Technology,Semiconductors,Taiwan,997330000000.0,24.74,192.32,-0.0197,5992885.0
TSN,"Tyson Foods, Inc",Consumer Defensive,Farm Products,USA,19240000000.0,20.99,55.1,-0.0069,1158490.0
TT,Trane Technologies plc,Industrials,Building Products & Equipment,Ireland,94890000000.0,35.4,425.48,0.0029,300734.0
TTD,Trade Desk Inc,Technology,Software - Application,USA,36490000000.0,90.82,74.26,-0.0009,2560068.0
TTE,TotalEnergies SE ADR,Energy,Oil & Gas Integrated,France,128630000000.0,9.65,57.93,-0.004,761068.0
TTWO,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,USA,40050000000.0,,225.73,-0.0012,854297.0
TU,Telus Corp,Communication Services,Telecom Services,Canada,24360000000.0,28.37,16.08,0.0059,775108.0
TW,Tradeweb Markets Inc,Financial,Capital Markets,USA,34520000000.0,59.97,145.98,0.0131,320699.0
TWLO,Twilio Inc,Technology,Software - Infrastructure,USA,17410000000.0,,114.03,-0.016,749317.0
